"","HummingbirdNetwork","HummingbirdNetwork.1"
"connectance",0.166666666666667,0.166666666666667
"web asymmetry",0.0434782608695652,0.0434782608695652
"links per species",0.956521739130435,0.956521739130435
"number of compartments",3,3
"compartment diversity",1.95402866146875,1.95402866146875
"cluster coefficient",0.181818181818182,0.181818181818182
"nestedness",28.4770624162352,27.9765256253097
"weighted nestedness",0.0521451126041062,0.0487113058971705
"weighted NODF",11.0192837465565,11.0192837465565
"interaction strength asymmetry",0,0
"specialisation asymmetry",-0.0157811715590909,-0.0157811715590909
"linkage density",2.36363636363636,2.36363636363636
"weighted connectance",0.102766798418972,0.102766798418972
"Fisher alpha",26843542120.0914,26843542120.0914
"Shannon diversity",3.09104245335832,3.09104245335832
"interaction evenness",0.633046865788285,0.633046865788285
"Alatalo interaction evenness",1,1
"H2",0,0
"number.of.species.HL",12,11
"mean.number.of.shared.partners.HL",0.257575757575758,0.236363636363636
"cluster.coefficient.HL",0.198347107438017,0.212121212121212
"weighted.cluster.coefficient.HL",0.1,0.0857142857142857
"niche.overlap.HL",0.120707070707071,0.0953246753246753
"togetherness.HL",0.0808080808080808,0.0573863636363636
"C.score.HL",0.818181818181818,0.841161616161616
"V.ratio.HL",0.442307692307692,0.680412371134021
"discrepancy.HL",14,13
"extinction.slope.HL",1.79474118321855,1.77882432708237
"robustness.HL",0.641357842459115,0.637335188747744
"functional.complementarity.HL",17.1145007425735,17.7228980776938
"partner.diversity.HL",0.701485820113298,0.827512580215106
"generality.HL",2.18181818181818,2.54545454545455
"Raw.Camera",41,41
"Raw.Transect",35,35
