"","degree","normalised.degree","species.strength","interaction.push.pull","nestedrank","PDI","resource.range","species.specificity.index","PSI","node.specialisation.index.NSI","betweenness","weighted.betweenness","closeness","weighted.closeness","Fisher.alpha","partner.diversity","effective.partners","proportional.generality","proportional.similarity","d"
"Booted Racket-tail",4,0.266666666666667,2.08333333333333,0.270833333333333,0.1,0.785714285714286,0.785714285714286,0.443202630213959,0.520833333333333,1.4,0.297101449275362,0.297101449275362,0.114285714285714,0.0701754385964913,6710885302.00018,1.38629436111989,4,0.302189592944814,0.357142857142857,0.321237770539824
"Brown Inca",2,0.133333333333333,1.25,0.125,0.5,0.928571428571429,0.928571428571429,0.681385143869247,0.625,1.8,0,0,0.0904761904761905,0.0526315789473684,2941562359.8741,0.693147180559945,2,0.151094796472407,0.178571428571429,0.44211410869774
"Green-crowned Woodnymph",2,0.133333333333333,1.5,0.25,0.6,0.928571428571429,0.928571428571429,0.681385143869247,0.75,2.3,0,0,0.069047619047619,0.0421052631578947,2941562359.8741,0.693147180559945,2,0.151094796472407,0.107142857142857,0.72105705434887
"Fawn-breasted Brilliant",1,0.0666666666666667,0.25,-0.75,0.8,1,1,1,0.25,1.8,0,0,0.0904761904761905,0.0526315789473684,1677720700.50048,0,1,0.0755473982362035,0.142857142857143,0
"Gorgeted Sunangel",3,0.2,1.83333333333333,0.277777777777778,0.3,0.857142857142857,0.857142857142857,0.534522483824849,0.611111111111111,2,0,0,0.080952380952381,0.0541353383458647,419430397.854167,1.09861228866811,3,0.226642194708611,0.214285714285714,0.5
"Green-fronted Lancebill",1,0.0666666666666667,0.5,-0.5,0.9,1,1,1,0.5,2.2,0,0,0.0714285714285714,0.0430622009569378,1677720700.50048,0,1,0.0755473982362035,0.0714285714285714,0.5
"Speckled Hummingbird",3,0.2,1.16666666666667,0.0555555555555556,0.4,0.857142857142857,0.857142857142857,0.534522483824849,0.388888888888889,1.6,0.0688405797101449,0.101449275362319,0.1,0.0611205432937182,419430397.854167,1.09861228866811,3,0.226642194708611,0.285714285714286,0.193426403617271
"Stripe-throated Hermit",2,0.133333333333333,0.666666666666667,-0.166666666666667,0.7,0.928571428571429,0.928571428571429,0.681385143869247,0.333333333333333,1.7,0.130434782608696,0.141304347826087,0.0976190476190476,0.0574162679425837,2941562359.8741,0.693147180559945,2,0.151094796472407,0.214285714285714,0.11577178260452
"Tawny-bellied Hermit",5,0.333333333333333,3.83333333333333,0.566666666666667,0,0.714285714285714,0.714285714285714,0.377964473009227,0.766666666666667,1.8,0.0905797101449275,0.0797101449275362,0.0904761904761905,0.0526315789473684,838860790,1.6094379124341,5,0.377736991181018,0.285714285714286,0.666666666666667
"Violet-tailed Sylph",4,0.266666666666667,1.58333333333333,0.145833333333333,0.2,0.785714285714286,0.785714285714286,0.443202630213959,0.395833333333333,1.3,0.41304347826087,0.380434782608696,0.121428571428571,0.0728744939271255,6710885302.00018,1.38629436111989,4,0.302189592944814,0.392857142857143,0.173196815056891
"White-whiskered Hermit",1,0.0666666666666667,0.333333333333333,-0.666666666666667,1,1,1,1,0.333333333333333,2.3,0,0,0.0738095238095238,0.0421052631578947,1677720700.50048,0,1,0.0755473982362035,0.107142857142857,0.207518749639422
